File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Bio Rep No	Tech Rep No	Biosource Type	Organism	Related File Relationship	Related File	Paired End	Set Status	File Status	Publication	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Project	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-processed/4DNFI7875Q16/@@download/4DNFI7875Q16.mcool	4DNESTHQ7CR1	4DNEXGABZ8RE, 4DNEXJFZUVEK	4DNFI7875Q16	609.88	636b97324d6ed97a32a1ad4a40aa67ba	contact matrix	mcool	2, 1	1, 1	tissue	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	embryo	sisHi-C of early embryos in vitro	In vitro for 20 h with alpha-amanitin (100 μg/ml)	processed file	External	Wei Xie, TSINGHUA	Wei Xie, TSINGHUA	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/84f54fe9-448a-4ce9-931e-a97575f65d48/4DNFI7875Q16.mcool
https://data.4dnucleome.org/files-processed/4DNFITLHAFZC/@@download/4DNFITLHAFZC.bw	4DNESTHQ7CR1	4DNEXGABZ8RE, 4DNEXJFZUVEK	4DNFITLHAFZC	0.18	5164bbc2d9ae3b4880896ee6a7203332	compartments	bw	2, 1	1, 1	tissue	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	embryo	sisHi-C of early embryos in vitro	In vitro for 20 h with alpha-amanitin (100 μg/ml)	processed file	External	4DN DCIC, HMS	Wei Xie, TSINGHUA	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9c4af9f9-c364-4b5e-b980-3859d8c25489/4DNFITLHAFZC.bw
https://data.4dnucleome.org/files-processed/4DNFI3W39SHF/@@download/4DNFI3W39SHF.pairs.gz	4DNESTI1YC1H	4DNEXHGNEL6Z, 4DNEXH8AH6PF	4DNFI3W39SHF	6293.90	df579c6a024470238c41f12e0c1c10b9	contact list-combined	pairs	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Zhang H et al. (2019)	in situ Hi-C	merged replicates	DpnII	G1E-ER4 with mCherry-MD	Hi-C on sync.G1E-ER4	anaphase/telophase	processed file	4DN	Gerd Blobel, CHOP	Gerd Blobel, CHOP	Jennifer Cremins, UPENN	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/31e98e28-25d7-4e14-a490-70003e5a3866/4DNFI3W39SHF.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI3W39SHF/@@download/4DNFI3W39SHF.pairs.gz.px2	4DNESTI1YC1H	4DNEXHGNEL6Z, 4DNEXH8AH6PF	4DNFI3W39SHF	8.45	d5bba1374eaebba2974f6cf5b95eaff9	contact list-combined	pairs_px2	2, 1	1, 1	stem cell derived cell line	mouse	secondary file for	4DNFI3W39SHF	N/A	released	released	Zhang H et al. (2019)	in situ Hi-C	merged replicates	DpnII	G1E-ER4 with mCherry-MD	Hi-C on sync.G1E-ER4	anaphase/telophase	processed file	4DN	Gerd Blobel, CHOP	Gerd Blobel, CHOP	Jennifer Cremins, UPENN	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/31e98e28-25d7-4e14-a490-70003e5a3866/4DNFI3W39SHF.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI3APMXHF/@@download/4DNFI3APMXHF.hic	4DNESTI1YC1H	4DNEXHGNEL6Z, 4DNEXH8AH6PF	4DNFI3APMXHF	3225.13	98f9a5e75b6aaf6ba457ca6a05e66eab	contact matrix	hic	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Zhang H et al. (2019)	in situ Hi-C	merged replicates	DpnII	G1E-ER4 with mCherry-MD	Hi-C on sync.G1E-ER4	anaphase/telophase	processed file	4DN	Gerd Blobel, CHOP	Gerd Blobel, CHOP	Jennifer Cremins, UPENN	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d8767374-7018-4e11-9226-bf5612d39ebb/4DNFI3APMXHF.hic
https://data.4dnucleome.org/files-processed/4DNFIRAHQIGN/@@download/4DNFIRAHQIGN.mcool	4DNESTI1YC1H	4DNEXHGNEL6Z, 4DNEXH8AH6PF	4DNFIRAHQIGN	2237.45	7b06563d88adaa930939aa2692167d15	contact matrix	mcool	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Zhang H et al. (2019)	in situ Hi-C	merged replicates	DpnII	G1E-ER4 with mCherry-MD	Hi-C on sync.G1E-ER4	anaphase/telophase	processed file	4DN	Gerd Blobel, CHOP	Gerd Blobel, CHOP	Jennifer Cremins, UPENN	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/77435de5-d768-4fae-9867-4dbc03f82f92/4DNFIRAHQIGN.mcool
https://data.4dnucleome.org/files-processed/4DNFIG61BI7O/@@download/4DNFIG61BI7O.bed.gz	4DNESTI1YC1H	4DNEXHGNEL6Z, 4DNEXH8AH6PF	4DNFIG61BI7O	0.13	c2c844a0684cc4cfa2434fc2411bd8dd	boundaries	bed	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Zhang H et al. (2019)	in situ Hi-C	merged replicates	DpnII	G1E-ER4 with mCherry-MD	Hi-C on sync.G1E-ER4	anaphase/telophase	processed file	4DN	4DN DCIC, HMS	Gerd Blobel, CHOP	Gerd Blobel, CHOP, Jennifer Cremins, UPENN	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/14cce0f3-c74f-4d0b-88c1-98b217712e2a/4DNFIG61BI7O.bed.gz
https://data.4dnucleome.org/files-processed/4DNFILHZ5VVY/@@download/4DNFILHZ5VVY.bw	4DNESTI1YC1H	4DNEXHGNEL6Z, 4DNEXH8AH6PF	4DNFILHZ5VVY	7.18	646830b766733049f0ec3475e657758f	insulation score-diamond	bw	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Zhang H et al. (2019)	in situ Hi-C	merged replicates	DpnII	G1E-ER4 with mCherry-MD	Hi-C on sync.G1E-ER4	anaphase/telophase	processed file	4DN	4DN DCIC, HMS	Gerd Blobel, CHOP	Gerd Blobel, CHOP, Jennifer Cremins, UPENN	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/46271c44-5d81-4b39-892c-dcd4af3a12ff/4DNFILHZ5VVY.bw
https://data.4dnucleome.org/files-processed/4DNFIV1UYI3C/@@download/4DNFIV1UYI3C.bw	4DNESTI1YC1H	4DNEXHGNEL6Z, 4DNEXH8AH6PF	4DNFIV1UYI3C	0.18	0369498f282df6409bf20cf3b7c8f6b6	compartments	bw	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Zhang H et al. (2019)	in situ Hi-C	merged replicates	DpnII	G1E-ER4 with mCherry-MD	Hi-C on sync.G1E-ER4	anaphase/telophase	processed file	4DN	4DN DCIC, HMS	Gerd Blobel, CHOP	Gerd Blobel, CHOP, Jennifer Cremins, UPENN	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b96d745a-3c7d-4c60-ad7b-b11f2587de5b/4DNFIV1UYI3C.bw
https://data.4dnucleome.org/files-processed/4DNFI9RSTST6/@@download/4DNFI9RSTST6.pairs.gz	4DNESTJOLVFJ	4DNEX13LRK66, 4DNEX356NYP6, 4DNEXRJ9PHGI, 4DNEXWT761BS, 4DNEXGE4UQ2S, 4DNEX9JZLPIS, 4DNEX4SPUQIV	4DNFI9RSTST6	2514.06	7d626a8a44f8a589d291fb49eef5d732	contact list-combined	pairs	3, 1, 5, 4, 5, 2, 4	1, 1, 1, 1, 2, 1, 2	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	5.3hpf	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8b8d6f85-a643-4dc3-935a-45b20b8cf1fc/4DNFI9RSTST6.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI9RSTST6/@@download/4DNFI9RSTST6.pairs.gz.px2	4DNESTJOLVFJ	4DNEX13LRK66, 4DNEX356NYP6, 4DNEXRJ9PHGI, 4DNEXWT761BS, 4DNEXGE4UQ2S, 4DNEX9JZLPIS, 4DNEX4SPUQIV	4DNFI9RSTST6	5.00	214f561c9c744c96a282a224ad2de3a7	contact list-combined	pairs_px2	3, 1, 5, 4, 5, 2, 4	1, 1, 1, 1, 2, 1, 2	multicellular organism	zebrafish	secondary file for	4DNFI9RSTST6	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	5.3hpf	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8b8d6f85-a643-4dc3-935a-45b20b8cf1fc/4DNFI9RSTST6.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIGKX4A32/@@download/4DNFIGKX4A32.hic	4DNESTJOLVFJ	4DNEX13LRK66, 4DNEX356NYP6, 4DNEXRJ9PHGI, 4DNEXWT761BS, 4DNEXGE4UQ2S, 4DNEX9JZLPIS, 4DNEX4SPUQIV	4DNFIGKX4A32	900.86	2ffc2915d20c1c6b6f38c6131b3480bc	contact matrix	hic	3, 1, 5, 4, 5, 2, 4	1, 1, 1, 1, 2, 1, 2	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	5.3hpf	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a441ab7b-afbe-437d-bf98-b6b916558642/4DNFIGKX4A32.hic
https://data.4dnucleome.org/files-processed/4DNFICZEM7R9/@@download/4DNFICZEM7R9.mcool	4DNESTJOLVFJ	4DNEX13LRK66, 4DNEX356NYP6, 4DNEXRJ9PHGI, 4DNEXWT761BS, 4DNEXGE4UQ2S, 4DNEX9JZLPIS, 4DNEX4SPUQIV	4DNFICZEM7R9	626.49	540e09362546849f6696f0be92f564e9	contact matrix	mcool	3, 1, 5, 4, 5, 2, 4	1, 1, 1, 1, 2, 1, 2	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	5.3hpf	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1161ac88-3891-4828-84a7-2e900a0af4bc/4DNFICZEM7R9.mcool
https://data.4dnucleome.org/files-processed/4DNFIWOZ77WG/@@download/4DNFIWOZ77WG.bed.gz	4DNESTJOLVFJ	4DNEX13LRK66, 4DNEX356NYP6, 4DNEXRJ9PHGI, 4DNEXWT761BS, 4DNEXGE4UQ2S, 4DNEX9JZLPIS, 4DNEX4SPUQIV	4DNFIWOZ77WG	0.09	eadd86f8d88d37495633690d092c2de9	boundaries	bed	3, 1, 5, 4, 5, 2, 4	1, 1, 1, 1, 2, 1, 2	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	5.3hpf	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6d85981a-db91-4cc3-bd8c-0e0cfed7b051/4DNFIWOZ77WG.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI6ET9QXC/@@download/4DNFI6ET9QXC.bw	4DNESTJOLVFJ	4DNEX13LRK66, 4DNEX356NYP6, 4DNEXRJ9PHGI, 4DNEXWT761BS, 4DNEXGE4UQ2S, 4DNEX9JZLPIS, 4DNEX4SPUQIV	4DNFI6ET9QXC	3.74	43e5cf161afa65c5859a99bd2588c304	insulation score-diamond	bw	3, 1, 5, 4, 5, 2, 4	1, 1, 1, 1, 2, 1, 2	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	5.3hpf	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/008e0a0d-9b39-4184-a6a1-b36fd589e578/4DNFI6ET9QXC.bw
https://data.4dnucleome.org/files-processed/4DNFIR6B71CB/@@download/4DNFIR6B71CB.bw	4DNESTJOLVFJ	4DNEX13LRK66, 4DNEX356NYP6, 4DNEXRJ9PHGI, 4DNEXWT761BS, 4DNEXGE4UQ2S, 4DNEX9JZLPIS, 4DNEX4SPUQIV	4DNFIR6B71CB	0.11	1993baf61173a75d3c6e2b7d308e8860	compartments	bw	3, 1, 5, 4, 5, 2, 4	1, 1, 1, 1, 2, 1, 2	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	5.3hpf	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ca58f017-08db-4910-aa1c-0f64a361b87b/4DNFIR6B71CB.bw
https://data.4dnucleome.org/files-processed/4DNFIAS9CGMR/@@download/4DNFIAS9CGMR.pairs.gz	4DNESTRKO6LB	4DNEX5M2F6X6, 4DNEXI9UU2P4, 4DNEXZK3P2RC	4DNFIAS9CGMR	1209.99	f2e58dbf1715dfd424b5815a2182eadd	contact list-combined	pairs	2, 3, 1	1, 1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	sperm	sisHi-C during early embryonic development	Sperm cells	processed file	External	Wei Xie, TSINGHUA	Wei Xie, TSINGHUA	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/09697b2d-4b8f-47a2-8dd5-d8da37eabab9/4DNFIAS9CGMR.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIAS9CGMR/@@download/4DNFIAS9CGMR.pairs.gz.px2	4DNESTRKO6LB	4DNEX5M2F6X6, 4DNEXI9UU2P4, 4DNEXZK3P2RC	4DNFIAS9CGMR	8.34	bfa489bf38f7de4063a89ea5475b2b0b	contact list-combined	pairs_px2	2, 3, 1	1, 1, 1	primary cell	mouse	secondary file for	4DNFIAS9CGMR	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	sperm	sisHi-C during early embryonic development	Sperm cells	processed file	External	Wei Xie, TSINGHUA	Wei Xie, TSINGHUA	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/09697b2d-4b8f-47a2-8dd5-d8da37eabab9/4DNFIAS9CGMR.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIN8F14CS/@@download/4DNFIN8F14CS.hic	4DNESTRKO6LB	4DNEX5M2F6X6, 4DNEXI9UU2P4, 4DNEXZK3P2RC	4DNFIN8F14CS	1360.90	c3969021a5d09aea06c4f84de9480981	contact matrix	hic	2, 3, 1	1, 1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	sperm	sisHi-C during early embryonic development	Sperm cells	processed file	External	Wei Xie, TSINGHUA	Wei Xie, TSINGHUA	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/27f54fcb-54fe-41a4-b25a-2f8944c89044/4DNFIN8F14CS.hic
https://data.4dnucleome.org/files-processed/4DNFIX3TBE4Y/@@download/4DNFIX3TBE4Y.mcool	4DNESTRKO6LB	4DNEX5M2F6X6, 4DNEXI9UU2P4, 4DNEXZK3P2RC	4DNFIX3TBE4Y	814.66	b55bd176bbf5fa60e335cba5b3d18689	contact matrix	mcool	2, 3, 1	1, 1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	sperm	sisHi-C during early embryonic development	Sperm cells	processed file	External	Wei Xie, TSINGHUA	Wei Xie, TSINGHUA	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d1202a64-161e-4022-a6ac-a54e4c92d71f/4DNFIX3TBE4Y.mcool
https://data.4dnucleome.org/files-processed/4DNFIR4F63SC/@@download/4DNFIR4F63SC.bw	4DNESTRKO6LB	4DNEX5M2F6X6, 4DNEXI9UU2P4, 4DNEXZK3P2RC	4DNFIR4F63SC	0.18	e78fd31186bc6a97b1391450d7e39531	compartments	bw	2, 3, 1	1, 1, 1	primary cell	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	sperm	sisHi-C during early embryonic development	Sperm cells	processed file	External	4DN DCIC, HMS	Wei Xie, TSINGHUA	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1996430f-5198-41f7-ac99-417f2cba2c5e/4DNFIR4F63SC.bw
https://data.4dnucleome.org/files-processed/4DNFIREZHHOV/@@download/4DNFIREZHHOV.pairs.gz	4DNESU4BQU4G	4DNEXQKII593	4DNFIREZHHOV	15971.82	18adef0f1e6ea1ef357328cf980a1ef9	contact list-combined	pairs	1	1	stem cell	mouse	N/A	N/A	N/A	released	released	Yan J et al. (2018)	in situ Hi-C	unreplicated	MboI	ES-E14	Hi-C on ES-E14 +/- Mll3-Mll4	WT	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/00410ad6-72c0-445c-a74a-b08480c4b9d9/4DNFIREZHHOV.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIREZHHOV/@@download/4DNFIREZHHOV.pairs.gz.px2	4DNESU4BQU4G	4DNEXQKII593	4DNFIREZHHOV	22.23	d4e445a3da0444b7b62cde30e7972832	contact list-combined	pairs_px2	1	1	stem cell	mouse	secondary file for	4DNFIREZHHOV	N/A	released	released	Yan J et al. (2018)	in situ Hi-C	unreplicated	MboI	ES-E14	Hi-C on ES-E14 +/- Mll3-Mll4	WT	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/00410ad6-72c0-445c-a74a-b08480c4b9d9/4DNFIREZHHOV.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI3JYF9VS/@@download/4DNFI3JYF9VS.hic	4DNESU4BQU4G	4DNEXQKII593	4DNFI3JYF9VS	5134.07	064a116c94bd599df8507fd892a8c619	contact matrix	hic	1	1	stem cell	mouse	N/A	N/A	N/A	released	released	Yan J et al. (2018)	in situ Hi-C	unreplicated	MboI	ES-E14	Hi-C on ES-E14 +/- Mll3-Mll4	WT	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e4cdd5a8-1a45-4c6a-906b-a9603260d4c8/4DNFI3JYF9VS.hic
https://data.4dnucleome.org/files-processed/4DNFI6RG9TXL/@@download/4DNFI6RG9TXL.mcool	4DNESU4BQU4G	4DNEXQKII593	4DNFI6RG9TXL	6133.31	85a723646405dafc8b99956459c129c1	contact matrix	mcool	1	1	stem cell	mouse	N/A	N/A	N/A	released	released	Yan J et al. (2018)	in situ Hi-C	unreplicated	MboI	ES-E14	Hi-C on ES-E14 +/- Mll3-Mll4	WT	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e5ee4ef6-6235-48f7-8aac-b017242c4122/4DNFI6RG9TXL.mcool
https://data.4dnucleome.org/files-processed/4DNFID633PO6/@@download/4DNFID633PO6.bed.gz	4DNESU4BQU4G	4DNEXQKII593	4DNFID633PO6	0.12	6e877d38a98d98fcc654da3b9b11de49	boundaries	bed	1	1	stem cell	mouse	N/A	N/A	N/A	released	released	Yan J et al. (2018)	in situ Hi-C	unreplicated	MboI	ES-E14	Hi-C on ES-E14 +/- Mll3-Mll4	WT	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bf5e938d-2e05-4b13-8b53-5f867712f613/4DNFID633PO6.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIPJ8D3NK/@@download/4DNFIPJ8D3NK.bw	4DNESU4BQU4G	4DNEXQKII593	4DNFIPJ8D3NK	7.17	9a61c050b1b2f9c23116599ed7b6027d	insulation score-diamond	bw	1	1	stem cell	mouse	N/A	N/A	N/A	released	released	Yan J et al. (2018)	in situ Hi-C	unreplicated	MboI	ES-E14	Hi-C on ES-E14 +/- Mll3-Mll4	WT	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3ec723dc-4246-4270-9da4-cdee77fd317f/4DNFIPJ8D3NK.bw
https://data.4dnucleome.org/files-processed/4DNFIPUC6WYV/@@download/4DNFIPUC6WYV.bw	4DNESU4BQU4G	4DNEXQKII593	4DNFIPUC6WYV	0.18	6d7de98bac7eacdfa0ede09d8feb20e4	compartments	bw	1	1	stem cell	mouse	N/A	N/A	N/A	released	released	Yan J et al. (2018)	in situ Hi-C	unreplicated	MboI	ES-E14	Hi-C on ES-E14 +/- Mll3-Mll4	WT	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ae776e49-34aa-4510-b149-e9634f155c39/4DNFIPUC6WYV.bw
https://data.4dnucleome.org/files-processed/4DNFICGMKMVY/@@download/4DNFICGMKMVY.pairs.gz	4DNESU4Y9CBF	4DNEXE3WA7X3	4DNFICGMKMVY	775.75	15342be93155e282ade3faa009519939	contact list-combined	pairs	1	1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	unreplicated	DpnII	mESC line with Oct4-GFP	Hi-C on mESC during neural differentiation	control cells, selected for G0G1, but not GFP on Oct4-GFP cells	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3bf2d683-e602-4ee6-8867-24f116f3aae5/4DNFICGMKMVY.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFICGMKMVY/@@download/4DNFICGMKMVY.pairs.gz.px2	4DNESU4Y9CBF	4DNEXE3WA7X3	4DNFICGMKMVY	8.06	49d3b156fa0ab9d940b970ab9a4055e7	contact list-combined	pairs_px2	1	1	stem cell derived cell line	mouse	secondary file for	4DNFICGMKMVY	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	unreplicated	DpnII	mESC line with Oct4-GFP	Hi-C on mESC during neural differentiation	control cells, selected for G0G1, but not GFP on Oct4-GFP cells	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3bf2d683-e602-4ee6-8867-24f116f3aae5/4DNFICGMKMVY.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI3WPNFWT/@@download/4DNFI3WPNFWT.hic	4DNESU4Y9CBF	4DNEXE3WA7X3	4DNFI3WPNFWT	856.47	07511ae22e7fa8596075a6fb584fe487	contact matrix	hic	1	1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	unreplicated	DpnII	mESC line with Oct4-GFP	Hi-C on mESC during neural differentiation	control cells, selected for G0G1, but not GFP on Oct4-GFP cells	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/846123cd-8828-4e51-8b8a-27deaf293858/4DNFI3WPNFWT.hic
https://data.4dnucleome.org/files-processed/4DNFI74YHN5W/@@download/4DNFI74YHN5W.mcool	4DNESU4Y9CBF	4DNEXE3WA7X3	4DNFI74YHN5W	536.07	b4339f083e99ffa7822be0e054df4c22	contact matrix	mcool	1	1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	unreplicated	DpnII	mESC line with Oct4-GFP	Hi-C on mESC during neural differentiation	control cells, selected for G0G1, but not GFP on Oct4-GFP cells	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8b9d6836-0d6b-4c2f-9eaa-323f4fd7b6e4/4DNFI74YHN5W.mcool
https://data.4dnucleome.org/files-processed/4DNFINEC19KO/@@download/4DNFINEC19KO.bw	4DNESU4Y9CBF	4DNEXE3WA7X3	4DNFINEC19KO	0.18	007e8081c472b9af98195530e65c9b4e	compartments	bw	1	1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	unreplicated	DpnII	mESC line with Oct4-GFP	Hi-C on mESC during neural differentiation	control cells, selected for G0G1, but not GFP on Oct4-GFP cells	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a672d4d5-fd7b-4aab-ab3c-a66d8f4777c9/4DNFINEC19KO.bw
https://data.4dnucleome.org/files-processed/4DNFIUHKXYYK/@@download/4DNFIUHKXYYK.pairs.gz	4DNESUCLJAZ8	4DNEXBBP5WX1	4DNFIUHKXYYK	2313.21	12dfc2626cbfaae0344db235bb591cc6	contact list-combined	pairs	1	1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	unreplicated	DpnII	mESC line with Oct4-GFP	Hi-C on mESC during neural differentiation	control cells, unsorted Oct4-GFP cells	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4eeb5c13-9e4c-4500-9976-e84dd0c9cea7/4DNFIUHKXYYK.pairs.gz
