"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","Tags"
".mcool file of 4DN dataset 4DNFILCOOE2K","in situ Hi-C, Formaldehyde+DSG, DdeI [4DNFILCOOE2K - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFILCOOE2K/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFILCOOE2K.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIEE9C8NV","in situ Hi-C, 3.25 hours after release from prometaphase arrest [4DNFIEE9C8NV - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIEE9C8NV/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIEE9C8NV.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIT7QBK39","in situ Hi-C, 2.5 hours after release from prometaphase arrest [4DNFIT7QBK39 - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIT7QBK39/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIT7QBK39.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIXN8SV5S","in situ Hi-C, 4.5 hours after release from prometaphase arrest [4DNFIXN8SV5S - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIXN8SV5S/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIXN8SV5S.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI9P5JY7X","in situ Hi-C, Formaldehyde, HindIII, mitosis [4DNFI9P5JY7X - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI9P5JY7X/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI9P5JY7X.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIC4VFQCM","in situ Hi-C, 10 hours after release from prometaphase arrest [4DNFIC4VFQCM - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIC4VFQCM/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIC4VFQCM.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIWXYA4NR","in situ Hi-C, 3 hours after release from prometaphase arrest [4DNFIWXYA4NR - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIWXYA4NR/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIWXYA4NR.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIYW415LY","in situ Hi-C, Purified nuclei, pre-digestion with DpnII for 4 hours, digestion with DpnII [4DNFIYW415LY - Belaghzal H et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIYW415LY/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIYW415LY.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI8F87AP3","in situ Hi-C, Formaldehyde+EGS, DdeI [4DNFI8F87AP3 - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI8F87AP3/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI8F87AP3.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI5ZKNGHX","in situ Hi-C, 7 hours after release from prometaphase arrest [4DNFI5ZKNGHX - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI5ZKNGHX/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI5ZKNGHX.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIOH4T1RI","in situ Hi-C, Before prometaphase arrest (asynchronous control) [4DNFIOH4T1RI - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIOH4T1RI/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIOH4T1RI.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI3724MS8","in situ Hi-C, Formaldehyde+EGS, DdeI [4DNFI3724MS8 - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI3724MS8/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI3724MS8.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIRILXQ67","in situ Hi-C, Purified nuclei, pre-digestion with DpnII for 5 minutes, digestion with DpnII [4DNFIRILXQ67 - Belaghzal H et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIRILXQ67/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIRILXQ67.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIFMNYODU","in situ Hi-C, 1 hour after release from prometaphase arrest [4DNFIFMNYODU - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIFMNYODU/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIFMNYODU.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIQ55F5RS","in situ Hi-C, Formaldehyde+EGS, DpnII [4DNFIQ55F5RS - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIQ55F5RS/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIQ55F5RS.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIJASQYLZ","in situ Hi-C, 11 hours after release from prometaphase arrest [4DNFIJASQYLZ - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIJASQYLZ/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIJASQYLZ.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI98F2HPJ","in situ Hi-C, 2.5 hours after release from prometaphase arrest [4DNFI98F2HPJ - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI98F2HPJ/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI98F2HPJ.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIZTCJGVX","in situ Hi-C, Formaldehyde+EGS, HindIII, non synchronized [4DNFIZTCJGVX - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIZTCJGVX/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIZTCJGVX.mcool","HiCData"
".mcool file of 4DN dataset 4DNFICNP5H53","in situ Hi-C, Formaldehyde+DSG, HindIII, mitosis [4DNFICNP5H53 - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFICNP5H53/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFICNP5H53.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIGBKMVCD","in situ Hi-C, Formaldehyde+DSG, DdeI, HFFc6, (Tier 1) [4DNFIGBKMVCD - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIGBKMVCD/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIGBKMVCD.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIAPBLGZN","in situ Hi-C, Purified nuclei, pre-digestion with buffer for 16 hours, digestion with DpnII [4DNFIAPBLGZN - Belaghzal H et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIAPBLGZN/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIAPBLGZN.mcool","HiCData"
".mcool file of 4DN dataset 4DNFILA5QUJG","in situ Hi-C, Formaldehyde+DSG, HindIII [4DNFILA5QUJG - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFILA5QUJG/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFILA5QUJG.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI46GK6BY","in situ Hi-C, Formaldehyde+EGS, HindIII [4DNFI46GK6BY - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI46GK6BY/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI46GK6BY.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIE2DZZRX","in situ Hi-C, 1.75 hours after release from prometaphase arrest [4DNFIE2DZZRX - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIE2DZZRX/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIE2DZZRX.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIJDE17VO","in situ Hi-C, 3 hours after release from prometaphase arrest [4DNFIJDE17VO - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIJDE17VO/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIJDE17VO.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI3OOHUOV","in situ Hi-C, 6 hours after release from prometaphase arrest [4DNFI3OOHUOV - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI3OOHUOV/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI3OOHUOV.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIVKQADWM","in situ Hi-C, in situ Hi-C experiments - clone 6 [4DNFIVKQADWM - Correspondence: job.dekker@umassmed.edu]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIVKQADWM/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIVKQADWM.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI1FHYW8V","in situ Hi-C, 9 hours after release from prometaphase arrest [4DNFI1FHYW8V - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI1FHYW8V/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI1FHYW8V.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI3DFV67U","in situ Hi-C, 1.5 hours after release from prometaphase arrest [4DNFI3DFV67U - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI3DFV67U/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI3DFV67U.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIQ7BMPMH","in situ Hi-C, 3.5 hours after release from prometaphase arrest [4DNFIQ7BMPMH - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIQ7BMPMH/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIQ7BMPMH.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIOEYIQ7R","in situ Hi-C, Formaldehyde+EGS, DpnII [4DNFIOEYIQ7R - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIOEYIQ7R/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIOEYIQ7R.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIU983D7P","in situ Hi-C, Purified nuclei, pre-digestion with DpnII for 3 hours, digestion with DpnII [4DNFIU983D7P - Belaghzal H et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIU983D7P/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIU983D7P.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIM71IKUN","in situ Hi-C, Formaldehyde+DSG, DdeI [4DNFIM71IKUN - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIM71IKUN/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIM71IKUN.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI5LTCTMQ","in situ Hi-C, 10 hours after release from prometaphase arrest [4DNFI5LTCTMQ - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI5LTCTMQ/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI5LTCTMQ.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI7RKBBP3","in situ Hi-C, 8 hours after release from prometaphase arrest [4DNFI7RKBBP3 - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI7RKBBP3/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI7RKBBP3.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIHB1Y35B","in situ Hi-C, Purified nuclei, pre-digestion with buffer for 24 hours, digestion with DpnII [4DNFIHB1Y35B - Belaghzal H et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIHB1Y35B/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIHB1Y35B.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIO4E7KQP","in situ Hi-C, 3.5 hours after release from prometaphase arrest [4DNFIO4E7KQP - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIO4E7KQP/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIO4E7KQP.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI8ZYY7VT","in situ Hi-C, Formaldehyde+DSG, DdeI and DpnII, HFFc6 (Tier 1) [4DNFI8ZYY7VT - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI8ZYY7VT/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI8ZYY7VT.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIFEWVP5Z","in situ Hi-C, 4 hours after release from prometaphase arrest [4DNFIFEWVP5Z - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIFEWVP5Z/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIFEWVP5Z.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIBRZPWTF","in situ Hi-C, Formaldehyde+EGS, DpnII [4DNFIBRZPWTF - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIBRZPWTF/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIBRZPWTF.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIAVXXO55","in situ Hi-C, Formaldehyde+DSG, DpnII, HFFc6 (Tier 1) [4DNFIAVXXO55 - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIAVXXO55/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIAVXXO55.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIP7GJVE1","in situ Hi-C, Formaldehyde+DSG, HindIII, G1 phase [4DNFIP7GJVE1 - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIP7GJVE1/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIP7GJVE1.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIM56BOV6","in situ Hi-C, 12 hours after release from prometaphase arrest [4DNFIM56BOV6 - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIM56BOV6/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIM56BOV6.mcool","HiCData"
".mcool file of 4DN dataset 4DNFICCAQVVF","in situ Hi-C, Formaldehyde+DSG, DpnII, non synchronized [4DNFICCAQVVF - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFICCAQVVF/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFICCAQVVF.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI3IPFV5R","in situ Hi-C, 8 hours after release from prometaphase arrest [4DNFI3IPFV5R - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI3IPFV5R/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI3IPFV5R.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI54KHNF7","in situ Hi-C, 7 hours after release from prometaphase arrest [4DNFI54KHNF7 - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI54KHNF7/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI54KHNF7.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIMDQ6WYX","in situ Hi-C, Formaldehyde, HindIII, non synchronized [4DNFIMDQ6WYX - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIMDQ6WYX/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIMDQ6WYX.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIYGPDLKF","in situ Hi-C, in situ Hi-C experiments - clone 28 [4DNFIYGPDLKF - Correspondence: job.dekker@umassmed.edu]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIYGPDLKF/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIYGPDLKF.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI32V1TP4","in situ Hi-C, Prometaphase arrest [4DNFI32V1TP4 - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI32V1TP4/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI32V1TP4.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIFDIVYO2","in situ Hi-C, 1.5 hours after release from prometaphase arrest [4DNFIFDIVYO2 - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIFDIVYO2/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIFDIVYO2.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI7U2CC6V","in situ Hi-C, Formaldehyde, DpnII [4DNFI7U2CC6V - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI7U2CC6V/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI7U2CC6V.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIFN42UE1","in situ Hi-C, 5 hours after release from prometaphase arrest [4DNFIFN42UE1 - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIFN42UE1/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIFN42UE1.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIWSRIW3F","in situ Hi-C, Purified nuclei, pre-digestion with buffer for 8 hours, digestion with DpnII [4DNFIWSRIW3F - Belaghzal H et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIWSRIW3F/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIWSRIW3F.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIQPJX7R2","in situ Hi-C, 4 hours after release from prometaphase arrest [4DNFIQPJX7R2 - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIQPJX7R2/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIQPJX7R2.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIDGANREZ","in situ Hi-C, Formaldehyde, DdeI [4DNFIDGANREZ - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIDGANREZ/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIDGANREZ.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIMIYU8VC","in situ Hi-C, Purified nuclei, pre-digestion with DpnII for 4 hours, digestion with HindIII [4DNFIMIYU8VC - Belaghzal H et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIMIYU8VC/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIMIYU8VC.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIBMUF5Y6","in situ Hi-C, Formaldehyde, DdeI [4DNFIBMUF5Y6 - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIBMUF5Y6/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIBMUF5Y6.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIZT8DRA6","in situ Hi-C, Purified nuclei, pre-digestion with buffer for 4 hours, digestion with DpnII [4DNFIZT8DRA6 - Belaghzal H et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIZT8DRA6/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIZT8DRA6.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIR79UBF2","in situ Hi-C, Purified nuclei, no pre-digestion, digestion with HindIII [4DNFIR79UBF2 - Belaghzal H et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIR79UBF2/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIR79UBF2.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI7JNCNFB","in situ Hi-C, Enzyme DpnII - in situ Hi-C on cells cultured prior to 4DN SOP [4DNFI7JNCNFB - Akgol Oksuz B et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI7JNCNFB/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI7JNCNFB.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI79BKCUC","in situ Hi-C, 1 hour after release from prometaphase arrest [4DNFI79BKCUC - Abramo K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI79BKCUC/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI79BKCUC.mcool","HiCData"
